"Empresa Genera",Año,Mes,Planta,"Energia Punta","Energia Valle","Energia Noche","Potencia Gen Punta","Potencia Gen Valle","Potencia Gen Noche","Potencia Sist Punta","Potencia Sist Valle","Potencia Sist Noche","Fecha Max","Hora Max","Factor Carga","Consumo Diesel","Consumo Bun","Consumo Bun AZ","Consumo Otro","Consumo Lub","Gasto Diesel","Gasto Bun","Gasto Bun AZ","Gasto Otro","Gasto Lub"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",GARABITO,192433.576,332330.82,125014.735,69771.285,66169.697,66273.325,-451.048,-438.502,-488.722,01-11-0202,"Dec 1",0.0046,179120,0,0,0,797,132446006.49,0,,0,991607.27
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","LA GARITA ",2334466.48,4151105.522,3939173.23,36147.961,38772.074,32449.6,0,0,23318.844,23-11-0202,"Dec 1",0.3620,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",GUÁPILES,63937.842,69939.907,28244.168,13278.841,13226.838,13178.148,0,0,0,01-11-0202,"Dec 1",0.0165,8947,0,31503,0,2636,5582906.44,0,10382584.97,0,2779967.6
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","MIRAVALLES I",6706642.841,11950442.307,13489016.171,49377.07,49770.605,49436.27,45645.77,45679.988,45819.277,26-11-0202,"Dec 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","MIRAVALLES II",1789891.653,3227952.92,3870501.249,45135.809,45318.555,45337.684,0,0,0,03-11-0202,"Dec 1",0.2917,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",ANGOSTURA,16010543.935,26386797.745,16631375.718,176499.949,176656.875,176705.582,175236.922,165420.656,118938.062,26-11-0202,"Dec 1",0.4555,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",ARENAL,15637614.192,27915215.251,26164935.056,158892.777,158767.406,158863.613,139088.145,143419.09,158055.469,03-11-0202,"Dec 1",0.5833,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","BOCA DE POZO",637330.082,1147187.737,1274501.679,4326.876,4331.816,4326.528,4187.116,4188.532,4314.4,18-11-0202,"Dec 1",0.8497,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",CACHÍ,12047692.917,20690632.521,15938553.842,153534.594,153062.879,143392.385,151764.203,142213.725,109633.484,12-11-0202,"Dec 1",0.4252,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",CARIBLANCO,4907592.495,8125297.307,4614151.394,66702.439,67142.754,69684.902,34860.768,34867.286,36179.387,26-11-0202,"Dec 1",0.2989,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","MIGUEL DENGO",17170551.724,30750260.253,29074756.792,178814.223,178800.258,179904.824,171872.414,154303.656,175036.727,25-11-0202,"Dec 1",0.6145,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",SANDILLAL,1825383.892,3093704.096,3369595.492,29336.809,28088.449,30086.982,13893.127,11371.391,25986.938,01-10-0202,"Nov 1",0.3596,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",TEJONA,252072.048,467095.968,436784.675,6971.907,7960.203,7019.621,-73.524,47.729,4895.986,27-10-0202,"Nov 1",0.1177,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","TORO I",2061110.942,3488608.768,3652726.176,26274.803,26287.92,26224.988,26202.559,12907.25,10057.285,24-10-0202,"Nov 1",0.4870,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","TORO II",5314509.173,9020596.581,7361517.399,65147.727,65095.947,65010.715,64729.254,41932.031,29902.714,15-10-0202,"Nov 1",0.4419,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","TORO III",3899059.328,6634001.096,5485415.365,46075.162,45926.738,45925.539,45447.338,30600.311,22503.359,14-10-0202,"Nov 1",0.4531,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","VENTANAS GARITA",10830577.396,19227814.333,21610872.895,95386.957,99197.668,98474.562,80654.285,78393.188,78556.035,21-10-0202,"Nov 1",0.6945,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","LAS PAILAS",4538854.171,8165409.96,9103598.053,29562.033,29675.467,29632.576,29280.051,29328.014,29386.037,10-10-0202,"Nov 1",0.8375,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","PAILAS II",6762675.039,12144342.772,13519786.315,49652.438,49673.398,49493.582,46814.973,46250.945,48055.301,31-10-0202,"Nov 1",0.8385,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","PEÑAS BLANCAS",2813370.543,4741788.778,3347919.894,35850.195,35835.453,35921.395,23603.57,30426.049,15768.433,16-10-0202,"Nov 1",0.4048,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",PIRRÍS,18562714.411,32343988.404,30530699.735,139412.766,140480.492,138881.891,138717.75,140480.492,138598.125,18-10-0202,"Nov 1",0.7818,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",REVENTAZON,29421730.903,48678415.644,43262992.326,303050.379,302165.05,303311.446,278773.632,302165.05,212775.59,16-10-0202,"Nov 1",0.5327,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","RÍO MACHO",0,0,0,0,0,0,0,0,0,01-10-0202,"Nov 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","MIRAVALLES III",362838.416,524031.732,843521.111,26005.514,26174.529,26180.871,0,0,0,31-10-0202,"Nov 1",0.0861,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","SOLAR MIRAVALLES",56380,,,,,,,,,27-10-2025,,0.0758,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","MIRAVALLES V",0,0,0,-26.58,-26.98,-30.794,-55.618,-76.464,-35.678,31-10-0202,"Nov 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","MOÍN GAS II",0,0.167,0,0,0,-41.858,-47.962,-44.524,-49.95,14-10-0202,"Nov 1",0.0000,1851,0,0,0,0,22921131.72,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","MOÍN GAS III",72204.163,25629.87,0,32387.568,31783.359,0,-100.158,-104.901,-102.374,28-10-0202,"Nov 1",0.0019,35778,0,17196,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",OROTINA,39735.403,84514.092,0,10027.207,10062.673,0,0,0,0,28-10-0202,"Nov 1",0.0176,4067,0,0,0,0,2535328.58,0,5795275.7,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",ECHANDI,2238479.44,,,,,,,,,27-10-2025,,0.6997,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",GARABITO,347429.038,915441.1,2103.717,132609.031,146068.914,7329.73,-479.021,-499.099,-497.604,28-10-0202,"Nov 1",0.0087,349347,0,0,0,0,253130849.1,0,1992546.4,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","LA GARITA ",3726627.736,6448462.271,6320471.294,29304.574,29521.273,31169.213,25297.002,25696.215,27238.846,27-10-0202,"Nov 1",0.5543,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",GUÁPILES,29197.901,57065.197,0,6755.409,11064.209,0,0,0,0,28-10-0202,"Nov 1",0.0085,27411,0,1282,0,0,17104397.94,0,422514.49,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","MIRAVALLES I",6935720.601,12377846.86,13798311.071,47421.719,47313.23,47310.277,44411.129,44559.344,44458.949,08-10-0202,"Nov 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","MIRAVALLES II",6917895.428,12428506.31,13962936.75,45877.547,46792.312,47043.621,44744.781,44677.543,44687.414,03-10-0202,"Nov 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",ANGOSTURA,18886085.567,31067781.867,21761605.335,176704.773,177145.695,176620.301,132177.953,130765.586,97995,12-10-0202,"Nov 1",0.5355,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",ARENAL,8498631.259,15454106.597,14751573.874,158769.891,146141.516,158664.395,77201.703,96786.902,158664.395,27-10-0202,"Nov 1",0.3134,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","BOCA DE POZO",649513.793,1173425.067,1303480.661,4219.374,4224.41,4217.178,4185.706,4213.81,4191.835,04-10-0202,"Nov 1",0.8404,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",CACHÍ,17212363.151,30202828.628,28596935.553,150165.465,154957.688,153218.805,113882.801,115973.5,111849.645,14-10-0202,"Nov 1",0.6426,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ",CARIBLANCO,6666758.132,11401238.19,7054568.968,79579.16,79574.645,79600.066,34828.287,35984.15,31611.913,09-10-0202,"Nov 1",0.4118,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Octubre   ","MIGUEL DENGO",10162754.57,18594290.94,18037599.821,120415.453,121264.414,120368.578,79741.906,111226.055,120295.246,14-10-0202,"Nov 1",0.3614,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ","BALSA INFERIOR",4437805.963,3625982.203,4356492.29,36276.19,36296.816,36492.651,35381.027,28868.805,9186.546,14-10-0202,"Nov 1",0.4452,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ",BELÉN,1352174.99,2441637.989,2607006.333,9532.45,9138.93,9039.95,8620.896,8969.089,8866.898,14-10-0202,"Nov 1",0.8191,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ",BRASIL,3375734.018,5374854.171,5564757.67,25112.55,25479.31,25305.53,24628.18,24787.443,24830.738,14-10-0202,"Nov 1",0.8017,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ",COTE,236582.666,337734.919,1291.569,6869.12,6872.86,3278.56,0,0,0,14-10-0202,"Nov 1",0.1140,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ","DANIEL GUTIÉRREZ",2779649.201,3663475.309,4462838.335,21005.08,19328.54,19113.615,18854.493,19038.155,16659.632,14-10-0202,"Nov 1",0.7285,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ","EL ENCANTO",1232691.82,2209431.141,2418013.494,8424.92,8434.03,8439.28,8407.888,8395.144,8389.744,14-10-0202,"Nov 1",0.8671,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ",ELECTRIONA,761782.809,1088839.172,1301071.453,6006.71,6020.95,5993.03,5902.226,5913.548,4594.48,14-10-0202,"Nov 1",0.7272,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ","RÍO SEGUNDO",145150.698,237444.989,253154.592,981.79,976.82,976.85,956.34,959.148,957.298,14-10-0202,"Nov 1",0.6836,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ","P.E VALLE CENTRAL",184403.126,387133.431,720753.507,13031.06,15355.52,14395.03,264.945,493.275,284.978,14-10-0202,"Nov 1",0.1135,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Octubre   ",VENTANAS,1127065.082,1618658.979,1783403.179,10456.58,10312.85,10173.01,10170.122,9878.415,9927.624,14-10-0202,"Nov 1",0.5402,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Octubre   ","Jorge Manuel Dengo",635287.785,1024803.952,732949.458,4218.698,4223.015,4117.208,4099.39,3768,2746.84,12-10-0202,"Nov  ",0.7650,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Octubre   ","LOS NEGROS",1282480.5,2267706,2287729.5,8736,8736,8694,8442,8442,8358,12-10-0202,"Nov  ",0.4350,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Octubre   ",TACARES,815892.51,957603.994,1124735.612,6492.505,5289.977,5111.763,6209.81,2907.01,2906.99,12-10-0202,"Nov  ",0.5720,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Octubre   ","LOS NEGROS II",3619896.976,5248365.52,5801871.702,28255.408,28339.252,28247.715,28195.99,28169.98,18372,12-10-0202,"Nov  ",0.7090,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Octubre   ","BARRO MORADO",95870.167,169556.667,196202.167,950,880,950,650,650,600,14-10-0202,"Nov 2",0.4964,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Octubre   ","TORO III (JASEC)",1990461.248,3369144.089,2721184.109,23257.196,23177.62,23167.894,18419.233,19063.98,11301.31,14-10-0202,"Nov 2",0.4526,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Octubre   ","BIRRIS I",2830333.469,2301491.177,281540.81,18880.39,18599.226,18600,18577.404,18599.226,7471.16,14-10-0202,"Nov 2",0.5688,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Octubre   ","BIRRIS III",0,0,0,0,0,0,0,0,0,14-10-0202,"Nov 2",0.0000,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Octubre   ",TUIS,295020.5,338295.5,325296.5,1920,1920,1920,1920,1344,1920,14-10-0202,"Nov 2",0.6711,0,0,0,0,0,0,0,0,0,0
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Octubre   ",PLATANAR,2101820.283,3726841.22,2777788.099,5221.558,5223.26,5223.919,14484.964,14482.009,14524.997,06-09-0202,"Nov 1",0.7300,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Octubre   ",POCOSOL,205262.88,396359.193,1203.781,4060.501,3850.538,314.816,0.001,988.165,0,06-09-0202,"Nov 1",0.1620,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Octubre   ",CHOCOSUELAS,2993271.92,4656671.801,1787862.143,25608.804,25802.082,25454.837,24907.006,21444.509,8085.393,06-09-0202,"Nov 1",0.4840,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Octubre   ","LA ESPERANZA",766870.221,1316993.01,1205255.792,14618.635,15484.624,14646.889,5209.772,4270.878,2592.079,06-09-0202,"Nov 1",0.7890,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Octubre   ","AGUAS ZARCAS",1739913.916,2177408.695,2086011.273,15379.388,15348.269,15381.916,10478.636,7758.539,5270.062,06-09-0202,"Nov 1",0.5550,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2022,"Octubre   ","LOS SANTOS",210215.564,483232.682,701974.783,7607.963,9248.445,10649.6,0,0.065,244.315,31-10-0202,"Nov 1",0.1471,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Octubre   ",CANALETE,2209994.76,2829533.48,574173.87,15747.42,15727.29,15684.29,13008.87,0,0,28-10-0202,"Nov 1",0.4840,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Octubre   ",BIJAGUA,2499842.18,3003232.66,1508748.66,16878.58,16891.14,15263.35,11731.8,5674.97,0,28-10-0202,"Nov 1",0.5610,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Octubre   ",JUANILAMA,153451.09,278107.96,486.44,4064.68,3870.5,92.82,0,1740.26,0,28-10-0202,"Nov 1",0.1320,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Octubre   ","RIO NARANJO",305032.93,591099.42,716051.51,8034.02,8186.86,8423.79,909.39,753.26,2986.72,28-10-0202,"Nov 1",0.2410,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Octubre   ","PE CACAO",136300.32,261923.29,176090.89,7697.5,8327.3,7513.05,0,0,220.91,28-10-0202,"Nov 1",0.0360,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Octubre   ",HUACAS,243408.37,548125.11,1193.65,5079.27,5058.08,190.83,0,2012.96,0,28-10-0202,"Nov 1",0.2130,,,,,,,,,,
"Consorcio Cooperativo Cubujuqui R L ",2022,"Octubre   ",CUBUJUQUÍ,2781004.937,2834281.378,1310555.434,21807.738,21458.761,21472.498,21252.691,11508.739,2170.159,06-09-0202,"Nov 1",0.4150,,,,,,,,,,
"Consorcio Cooperativo Cubujuqui R L ",2022,"Setiembre ",CUBUJUQUÍ,2955817.686,3375335.591,2170695.677,21793.718,21474.82,21463.703,20950.839,9663.986,4671.181,06-09-0202,"Oct 1",0.5270,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Setiembre ",CANALETE,1419856.7,2010580.7,637540.02,15746.99,15715.9,15750.77,0,0,0,08-09-0202,"Oct 1",0.3620,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Setiembre ",BIJAGUA,2414604.43,3097480.27,1617335.84,17085.63,16886.16,13419.14,16844.41,11597.21,0,08-09-0202,"Oct 1",0.5890,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Setiembre ",JUANILAMA,200552.17,337966.81,601.45,4198.17,4096.53,162.03,0,594.77,0,08-09-0202,"Oct 1",0.1700,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Setiembre ","RIO NARANJO",136507.42,241288.58,237385.97,5831.19,5985.62,5872.28,18.76,708.31,55.61,08-09-0202,"Oct 1",0.0950,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Setiembre ","PE CACAO",108744.25,271677.45,149835.87,6894.06,12683.44,10662.58,28.09,0,648.7,08-09-0202,"Oct 1",0.0350,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Setiembre ",HUACAS,242227.21,526293.43,1456.07,5083.24,5080.58,309.99,0,980.45,0,08-09-0202,"Oct 1",0.2140,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2022,"Setiembre ","LOS SANTOS",64170.926,115126.711,182547.406,6654.092,6852.146,7137.095,289.84,29.11,1300.649,13-09-0202,"Oct 1",0.0394,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Setiembre ",CHOCOSUELAS,2783719.907,4089565.679,2223128.054,21007.016,23881.968,20902.616,18786.985,19014.322,9399.792,06-09-0202,"Oct 1",0.4820,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Setiembre ","LA ESPERANZA",715071.127,1058538.707,1127223.509,14565.127,14714.541,14645.661,5210.569,2932.807,3572.034,06-09-0202,"Oct 1",0.7190,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Setiembre ","AGUAS ZARCAS",1938199.357,2163841.393,2277493.91,15354.905,15357.547,15306.83,7936.567,7696.421,5029.35,06-09-0202,"Oct 1",0.6090,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Setiembre ",PLATANAR,2100362.339,3726473.233,2855353.763,5228.333,5226.355,5228.177,14349.094,14407.809,8090.772,06-09-0202,"Oct 1",0.7610,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Setiembre ",POCOSOL,236854.649,406548.071,828.04,4279.398,4200.067,224.613,1,1776.824,,06-09-0202,"Oct 1",0.1780,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Setiembre ",TUIS,268114,464241.333,494276,1920,1920,1920,1920,1920,1920,16-09-0202,"Oct 1",0.8587,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Setiembre ","BARRO MORADO",128841.667,235526.5,268819.833,1120,1150,1120,950,950,900,16-09-0202,"Oct 1",0.6808,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Setiembre ","TORO III (JASEC)",2416882.553,4000039.37,3559223.12,23465.38,23443.851,23290.49,19915.385,19052.145,15222.857,16-09-0202,"Oct 1",0.5587,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Setiembre ","BIRRIS I",2399233.61,2104677.586,503157.72,18883.828,16497.188,17138.993,18727.086,16296.936,6672.399,16-09-0202,"Oct 1",0.5261,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Setiembre ","BIRRIS III",0,0,0,0,0,0,0,0,0,16-09-0202,"Oct 1",0.0000,0,0,0,0,0,0,0,0,0,0
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Setiembre ","Jorge Manuel Dengo",592516.706,968869.971,685841.783,4238.624,4216.254,4258.633,4150.46,3693.81,3009.44,07-09-0202,"Oct 1",0.7430,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Setiembre ","LOS NEGROS",936316.5,1662255,1877736,8568,8568,8610,0,8316,0,07-09-0202,"Oct 1",0.3450,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Setiembre ",TACARES,831774.774,1034307.035,1105284.517,6430.541,5209.525,4994.055,6276.15,2887.79,2972.28,07-09-0202,"Oct 1",0.6060,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Setiembre ","LOS NEGROS II",3521326.173,5354195.955,6386362.76,28251.496,28375.977,28254.334,20555.02,17225.19,21587.45,07-09-0202,"Oct 1",0.7620,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ","DANIEL GUTIÉRREZ",2641314.564,3792669.022,4546908.226,21094.092,21140.558,20282.472,17781.265,16595.526,13476.682,07-09-0202,"Oct 1",0.7580,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ","EL ENCANTO",1138736.099,2115096.33,2341484.163,8400.68,8407.81,8400.18,8391.345,8389.056,8387.434,07-09-0202,"Oct 1",0.8555,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ",ELECTRIONA,781518.452,1263253.139,1637969.143,6113.17,6030.06,6114.53,5927.711,5933.153,5893.241,07-09-0202,"Oct 1",0.8781,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ","RÍO SEGUNDO",119991.609,193672.266,198555.643,1181.31,984.48,1181.76,957.227,956.071,946.661,07-09-0202,"Oct 1",0.5691,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ","P.E VALLE CENTRAL",74490.822,145812.901,143153.52,9678.95,13292.63,7103.7,155.361,92.031,1255.894,07-09-0202,"Oct 1",0.0330,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ",VENTANAS,815625.394,1474426.833,1486558.658,7738.7,7758.9,7811.01,5064.17,5064.261,4840.42,07-09-0202,"Oct 1",0.4655,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ","BALSA INFERIOR",3155038.861,3476835.225,3916398.517,36772.7,36577.385,36576.145,0,0,0,07-09-0202,"Oct 1",0.3907,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ",BELÉN,1159159.276,2100354.859,2184387.935,9029.67,9051.16,9038.62,8991.403,8998.459,8943.841,07-09-0202,"Oct 1",0.7199,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ",BRASIL,3155706.379,5842255.25,5973768.46,25228.3,25818.8,25278.99,23928.477,23685.846,24437.482,07-09-0202,"Oct 1",0.8664,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Setiembre ",COTE,640243.041,906044.366,2408.172,6866.24,6873.94,6459.4,6773.001,6769.617,0,07-09-0202,"Oct 1",0.3170,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Setiembre ",SANDILLAL,1703316.261,2717883.86,2947114.308,31599.807,24815.229,30704.469,8108.064,20162.164,24031.227,09-09-0202,"Oct 1",0.3304,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Setiembre ",TEJONA,69158.775,124445.896,82288.408,4420.829,4423.675,4961.353,84.387,-70.717,-67,11-09-0202,"Oct 1",0.0290,,,,,,,,,,
